FID,Relief,Conf_R,Slope_MIN,Slope_MAX,Slope_MEAN,LDfG_MAX,LDfG_MEAN,Depth_MIN,Depth_MAX,Depth_MEAN,prc_pit,pit_no,prc_vall,prc_holl,Area,Perimeter,MBG_Width,MBG_Length,MBG_Orient,MBG_W_L,Area_CH,CH_Score,Dissect,Depth_RAN,PP_Score,LDfG_VAR,QuLDfG_Ran
3750,6.4,2.743209839,0,16.41456032,3.874651973,-142.9512177,-149.5953564,-226.1616058,-204.5207977,-219.3040151,7.632981336,3,35.26032086,6.822399247,220051.4,3320.4,308.364,1328.369,136,0.232137305221667,340508.56,0.65,0.32,21.64,0.25,46051.17,0
3751,2.44,0.30480957,0.810918033,1.812743425,1.433782384,-162.7632141,-163.0603924,-206.3496094,-205.4351959,-205.9381233,95.85478948,0,5.044988921,0,5892.6,281,81.62,81.916,90,0.996386542311636,5919.09,1,0.51,0.91,0.94,52011.54,0
3752,0.91,0.30480957,0.286719054,2.310330153,1.384964518,-215.7984161,-216.199464,-153.3144073,-151.7904053,-152.7315398,19.786293,0,70.15140244,3.59750782,8263.6,346.4,92.138,118.671,89.2,0.776415467974484,8461.24,0.98,0.41,1.52,0.87,79073.14,0
3753,1.83,0.304794312,0.810908616,3.044939995,1.844600214,-206.6544189,-206.8966925,-162.7631989,-161.2391968,-162.1614149,86.1737698,0,13.46465154,2.692930306,5519.7,281.7,70.477,95.913,41.3,0.734801330372317,5674.17,0.97,0.42,1.52,0.88,73927.81,0
3754,6.71,0,0.405478239,6.509850979,3.476861667,6.400787354,4.383841809,-375.5136108,-370.3320007,-373.3423737,0,0,14.90458799,60.86040095,11967.4,426,100.198,162.712,172,0.615799695166921,12418.64,0.96,0.43,5.18,0.83,3674.32,2
3755,1.52,0,0,4.254475117,1.64055523,-251.460022,-251.9582464,-117.3479996,-116.1287994,-117.0021692,87.08643342,0,5.937711369,1.979237124,7510,320.1,84.221,116.38,33.2,0.723672452311394,7552.46,0.99,0.31,1.22,0.92,100462.53,0
3756,2.13,0,0,0.906624556,0.523598731,-165.5064087,-165.6857084,-203.3016052,-202.9967957,-203.1850604,81.89493254,0,11.29585277,0,5263.6,282,61.376,105.171,120.5,0.583582926852459,5355.7,0.98,0.57,0.3,0.83,53215.9,0
3757,2.74,0,0,2.464907646,1.127918317,-248.1072083,-248.3531302,-121.0056,-119.7863998,-120.5587915,76.8660344,0,16.06155943,0,12956.3,465.7,93.43,182.123,170.8,0.513004947206009,13893.9,0.93,0.4,1.22,0.75,98190.18,0
3758,0.91,0.304801941,0,4.523896694,1.935749546,-252.3744202,-255.7602626,-116.7384033,-108.2040024,-113.1005403,7.530882703,1,63.86188532,3.614823697,98687.9,1620.6,256.106,624.699,114.7,0.409967040126525,129965.13,0.76,0.43,8.53,0.47,102887.15,0
3759,0.61,0,0,2.182516813,1.032971599,-321.2592163,-321.5917247,-47.85359955,-46.32960129,-47.29387713,0,0,1.885201952,0,7884.6,331.9,81.588,117.528,0.1,0.694200530937308,7981.29,0.99,0.39,1.52,0.9,149453.16,0
3760,1.52,0.304779053,0.28669399,18.62725639,7.109720072,-88.39199829,-92.45922783,-280.7207947,-262.7376099,-276.5004963,15.58236029,0,5.499656574,25.20675931,32432.9,1087.2,154.139,360.942,84.3,0.427046450676286,41509.77,0.78,0.24,17.98,0.35,24793.41,1
3761,0.61,0,0,4.994630337,2.866235469,-187.1472168,-189.2547441,-181.9656067,-174.9552002,-179.7016598,0,0,48.11319509,43.43552335,22243.8,569.9,145.78,216.481,144.3,0.673407827938711,22914.93,0.97,0.33,7.01,0.86,64645.47,0
3762,0.3,0,1.033666372,2.238201857,1.578630362,-278.8920288,-279.7332581,-89.91600037,-88.39199829,-89.17228882,0,0,45.01996814,45.01996817,3962,235.4,59.584,82.238,153.9,0.724531238600161,4022.61,0.98,0.52,1.52,0.9,118841.02,0
3763,2.74,2.438415527,0,10.10357952,3.934509199,-113.0808105,-116.776511,-256.9464111,-245.668808,-252.2294375,4.275074355,3,37.55958183,22.29145914,48677,976.8,185.106,386.728,14.1,0.47864649055667,53263.17,0.91,0.42,11.28,0.64,33042.7,1
3764,9.75,6.400802612,0,9.244896889,4.762849805,-166.1160126,-171.5482258,-203.6063995,-194.157608,-197.5188679,13.27435842,2,30.97350298,6.913728343,53748.7,1052.5,209.905,382.587,82.8,0.548646451656747,61784.66,0.87,0.65,9.45,0.61,55955.06,0
3765,1.83,0,1.146700144,3.045005798,2.222880845,-167.3352051,-168.1792726,-201.7776031,-199.3392029,-200.7811414,0,0,10.76639072,75.36473503,4141.8,251.8,59.919,93.118,43,0.643473871861509,4347.27,0.95,0.43,2.44,0.82,54372.57,0
3766,0.3,0,0,2.006217718,1.022920685,-245.0592041,-245.8200129,-123.7488022,-122.2248001,-123.0456013,0,0,90.54385491,7.024954261,19043.2,507.8,151.811,163.843,154.1,0.926563844656165,19425.51,0.98,0.49,1.52,0.93,96609.08,0
3767,2.13,0.304794312,0,2.921425104,1.228715524,-162.4584045,-162.7919651,-206.6544037,-205.4351959,-206.1138159,83.03157057,0,9.435405746,0,7876.8,344,86.487,135.266,136.1,0.639384619934056,8160.37,0.97,0.48,1.22,0.84,51889.18,0
3768,1.83,0.304794312,0.40546599,2.464918375,1.396535895,-161.239212,-161.5783552,-207.8735962,-206.6544037,-207.3412755,71.07251729,0,19.90030484,0,10457,376.5,105.945,118.267,90.2,0.895812018568155,10613.56,0.99,0.48,1.22,0.93,51337.75,0
3769,2.13,0.609603882,0.286722958,4.4421525,2.728345009,-206.0448151,-208.0378764,-163.0680084,-157.2767944,-160.8960736,22.95881257,1,30.81314319,25.37552969,24602.2,575.3,154.587,203.579,179.8,0.759346494481258,24730.85,0.99,0.38,5.79,0.94,74549.68,0
3770,25.91,0,1.621465325,4.068234444,3.004660637,25.60317993,24.60927947,-394.7160034,-391.9728088,-393.6160743,0,0,18.07538999,58.74501746,3289.4,209,62.725,67.17,130.7,0.933824624088135,3307.07,0.99,0.42,2.74,0.95,1631.41,2
3771,4.27,0,0.286711693,4.127929688,2.026134841,-164.8968048,-165.9094017,-204.2160034,-201.1679993,-202.9783919,21.51671704,0,67.91213816,1.344794816,22106.2,606.2,130.352,209.262,160.2,0.622912903441619,23916.19,0.92,0.42,3.05,0.76,53319.15,0
3772,2.44,0.30480957,0,2.026564598,0.802500717,-165.2016144,-165.312775,-203.9112091,-202.9967957,-203.5526141,72.77777539,0,11.93078285,0,12458.6,408.4,114.374,143.659,14.4,0.79614921445924,12647.8,0.99,0.44,0.91,0.94,53043.97,0
3773,3.96,0.914398193,0,6.308168411,1.995365042,-246.5832214,-249.2862664,-122.2248001,-115.8240051,-119.5835532,19.62679464,0,62.87521823,1.563196034,85579.3,1471,199.138,586.005,107.9,0.339823039052568,102581.45,0.83,0.42,6.4,0.5,98775.86,0
3774,7.62,6.400802612,0,15.77015209,6.077260803,-153.009613,-157.9486853,-217.0176086,-202.9967957,-211.0513419,9.192298858,5,25.08022281,2.269703422,130978.7,2142.4,221.963,898.606,178.6,0.247008143724836,168915.62,0.78,0.43,14.02,0.36,49706.12,0
3775,0.91,0.304794312,0,5.778876781,2.54570094,-217.3224182,-218.9902352,-151.4855957,-147.218399,-149.9272954,17.18839706,0,67.89416838,1.718839705,34591.1,794.1,158.08,312.803,33.9,0.505365997129184,38031.39,0.91,0.37,4.27,0.69,80650.45,0
3776,1.83,0.609603882,0.286726832,4.937316418,2.706469526,-179.5272064,-181.0328184,-189.5856018,-185.6231995,-187.97752,24.72420878,0,44.33306401,5.967912463,17434.7,498.9,130.302,179.305,179,0.726705892194863,17832.53,0.98,0.42,3.96,0.88,60532.15,0
3777,7.92,0,1.18201983,3.24044776,2.013953427,-139.2936096,-140.0429096,-229.5144043,-227.9904022,-228.8032049,0,0,45.52991665,53.80808329,3591.2,229.5,57.315,81.509,1.5,0.703173882638727,3682.04,0.98,0.5,1.52,0.86,42042.59,1
3778,3.05,2.438400269,0.286712468,8.930229187,4.014518445,-158.4960175,-161.2178627,-211.2264099,-203.3016052,-207.7621199,34.70674815,1,10.52901348,7.409305787,38116.8,715.9,201.981,251.362,115.7,0.803546279867283,38548.88,0.99,0.44,7.92,0.94,51174.52,0
3779,1.52,0.304794312,0,2.864838362,1.368693468,-166.4208069,-166.8984111,-202.6920013,-200.863205,-201.993603,25.04047703,0,74.31367376,0.807757324,18401.7,523.2,130.415,197.403,153.4,0.660653586824922,19063.05,0.97,0.4,1.83,0.85,53776.87,0
3780,12.8,3.04800415,0.286718875,7.839414597,3.097223705,-266.7000122,-272.1409501,-102.4128037,-87.17279816,-96.74810689,17.14530112,1,27.92605865,23.12017879,114437.6,1522.5,251.275,626.505,39.3,0.401074213294387,121606.86,0.94,0.37,15.24,0.62,113664.02,0
3781,9.45,0,0.286729157,2.431458235,1.252326184,-137.7696075,-138.2703547,-231.0384064,-230.1240082,-230.5920884,0,0,91.25039693,3.509630651,4235.2,246.3,65.608,91.19,154.9,0.719464853602369,4345.38,0.97,0.55,0.91,0.88,41318.84,1
3782,26.21,19.81199646,0.286707044,28.93266678,10.24850805,-130.1496124,-150.161472,-242.0112,-195.9864044,-218.9789315,5.657412595,4,8.890219792,3.448327677,275874.4,3448.9,491.438,1248.314,75.5,0.393681397468906,415722.3,0.66,0.5,46.02,0.29,46294.46,0
3783,0.3,0,0.286715329,1.033664227,0.65347521,-161.8488159,-162.0858782,-206.959198,-206.6544037,-206.8068008,0,0,104.6507631,0,2556.6,183.6,54.711,60.081,155.3,0.910620662106157,2557.66,1,0.74,0.3,0.96,51568,0
3784,9.45,7.010391235,0.405481994,15.2302475,7.479682629,-153.9240112,-160.6705931,-215.7984009,-198.729599,-208.465273,21.78848177,1,18.43640765,10.05622236,53211.7,891,246.617,292.449,78.8,0.843282076533002,56319.25,0.94,0.43,17.07,0.84,50927.22,0
3785,0.91,0,0,1.743552446,0.931479675,-220.980011,-221.1593018,-148.1327972,-147.5232086,-147.7383575,55.29866716,0,38.70906703,0,2688,193.7,54.077,69.619,118.9,0.776756345250578,2729.78,0.98,0.77,0.61,0.9,81887.15,0
3786,2.74,0.914398193,0.405475885,5.71546793,2.866652222,-199.0344086,-200.7998549,-170.0783997,-164.5919952,-168.1605592,31.57071306,0,34.95328946,10.71149193,26366,656.6,136.326,251.174,64,0.54275522147993,27707.19,0.95,0.36,5.49,0.77,70649.56,0
3787,3.66,1.219192505,0,3.893862247,2.227239727,-161.239212,-162.4506748,-207.5688019,-205.1304016,-206.4594548,35.96617271,1,48.12375222,8.105053009,29343,664.5,142.287,252.419,90.1,0.563693699761111,29576.04,0.99,0.47,2.44,0.84,51733.81,0
3788,1.22,0.304801941,0.286724329,2.464990139,1.238607626,-262.1280212,-262.4948058,-106.9848022,-105.4608002,-106.4268617,0,0,0,12.11594212,8587.8,340.9,93.741,117.616,90,0.797008910352333,8706.76,0.99,0.39,1.52,0.93,107252.85,0
3789,6.4,0,0,6.005941868,2.134737136,-162.4584045,-164.2379058,-206.3496094,-201.1679993,-204.632861,0.494974933,0,58.90201694,25.24372155,30030.1,656.8,163.308,240.377,63.4,0.679382802847194,30811.64,0.97,0.34,5.18,0.88,52550.02,0
3790,1.52,0,0.286733836,0.90666306,0.617971818,-158.4960175,-158.4960175,-210.616806,-210.3119965,-210.4186798,28.53772058,1,9.512573523,0,3125.2,211.7,49.089,80.15,114.9,0.612464129756706,3144.06,0.99,0.97,0.3,0.88,49950.47,0
3791,0.91,0,0.286718965,4.098318577,1.98676046,-215.1888123,-215.5825119,-153.923996,-152.7048035,-153.4794998,8.136203577,0,77.29393398,0,3653.8,222.8,56.516,81.277,90.4,0.695350468152122,3656.76,1,0.4,1.22,0.93,78726.55,0
3792,0.91,0.304794312,0,5.549831867,2.929866971,-127.7112122,-129.7848239,-241.4015961,-235.0008087,-239.1447858,0,0,53.05330597,18.22032731,27737.2,623.6,174.473,203.266,11.1,0.858348174313461,28407.99,0.98,0.36,6.4,0.9,37941.13,1
3793,1.22,0,0,3.893922806,1.304822001,-250.8504028,-251.9490843,-117.9576035,-114.604805,-116.9029703,1.894363711,0,65.92385716,17.80701889,39232.5,776.9,176.596,263.457,147.3,0.670302933685573,41197.45,0.95,0.32,3.35,0.82,100456.72,0
3794,0.3,0,0,1.812810779,0.956419147,-253.2888184,-253.6593532,-115.5192032,-114.604805,-115.2502604,0,0,101.109217,0,7497.5,314.7,92.819,109.74,155,0.845808274102424,7539.94,0.99,0.33,0.91,0.95,101543.78,0
3795,3.66,0.609603882,0,3.976880312,1.675922777,-248.4120178,-249.8770022,-120.3960037,-115.8240051,-118.9900209,30.47411222,2,32.66286061,3.70403574,88285.1,1660.9,265.571,631.088,73,0.420814529827853,127232.45,0.69,0.31,4.57,0.4,99147.53,0
3796,1.52,0,0.641140103,13.40775108,8.668792213,-229.5144196,-237.2879757,-139.5984039,-121.3104019,-131.6084534,0,0,10.03265374,30.86970382,19260.5,588.5,148.494,175.221,36.8,0.847466913212457,21212.87,0.91,0.44,18.29,0.7,91378.02,0
3797,7.32,3.657600403,0.286726654,4.524184227,2.819239097,-272.1864014,-275.5736888,-96.92639923,-88.69680023,-93.31876891,21.48976969,1,31.66050039,13.28756752,90610.7,1145.5,262.843,413.56,168.8,0.635561949898443,92444.28,0.98,0.44,8.23,0.87,115990.44,0
3798,3.35,3.352798462,0.641104579,18.00276947,7.399476344,-162.1536102,-171.6898689,-207.2640076,-188.9759979,-197.4861567,9.398743674,2,7.405070775,17.94305611,52189.6,1187.7,203.073,431.489,4.5,0.470633086822607,68050.96,0.77,0.54,18.29,0.47,56022.09,0
3799,23.47,10.97279358,0,30.78665733,5.278268161,-145.3896179,-168.973435,-224.0279999,-161.5440063,-199.9319032,5.081026225,3,45.39495798,5.170167036,666996.1,7978.3,910.137,2280.762,50.7,0.399049528184002,1500000,0.44,0.39,62.48,0.13,54743.57,0
3800,1.52,0.914398193,0.405482113,5.498448849,2.841215539,-218.2368164,-219.764931,-151.1808014,-145.694397,-149.2181374,19.54265705,0,30.99869739,31.67258212,22057.4,549.8,157.044,180.593,155.5,0.869601811808874,22435.37,0.98,0.36,5.49,0.92,81091.07,0
3801,0.91,0,0,2.578824997,1.076964842,-163.372818,-163.6706852,-205.4351959,-204.8256073,-205.2620173,84.09571567,0,4.671984202,0,6363.1,313.7,69.595,119.813,133.8,0.580863512306678,6678.47,0.95,0.34,0.61,0.81,52290.28,0
3802,1.83,0.30480957,0,4.442361832,2.221632948,-214.5792084,-215.3335926,-154.2288055,-152.0951996,-153.6306316,53.71558469,0,23.73479323,1.249199644,11898.9,405.4,103.814,155.069,45.3,0.669469719931127,11945.4,1,0.29,2.13,0.91,78586.92,0
3803,7.01,6.400802612,0.57345432,16.23557091,6.379256584,-163.9824066,-168.7262969,-206.6544037,-194.157608,-200.40809,17.97792081,1,12.58454457,5.842824264,33072,698.1,179.049,227.881,0.1,0.785712718480259,34190.43,0.97,0.5,12.5,0.85,54627.98,0
3804,2.13,0.304794312,0.286723346,3.352277517,1.91946087,-223.7232056,-224.0902159,-145.694397,-143.8656006,-144.9355126,70.26930526,0,26.86767554,2.066744272,7192.1,316.3,81.252,106.88,4.6,0.760217065868263,7299.49,0.99,0.44,1.83,0.91,83573.15,0
3805,0.61,0,0.860135734,6.590507984,4.211939576,-278.5872192,-282.8151837,-90.22080231,-80.16239929,-86.06224249,0,0,10.5857419,62.55211123,15445.8,510.1,118.719,174.529,116.4,0.680225062883532,17000.96,0.91,0.42,10.06,0.75,120975.4,0
3806,3.35,0,0,3.448552132,1.205941384,-227.3808136,-227.7465715,-141.4272003,-140.5128021,-141.1334856,72.54809288,0,21.76442788,5.441106965,8195.5,353.9,78.618,132.574,103.6,0.593012204504654,8427.3,0.97,0.36,0.91,0.82,85700.56,0
3807,1.52,0.304801941,0,3.265728474,1.278611328,-249.6312103,-250.3260624,-119.1768036,-116.7384033,-118.5438449,45.32712004,0,31.88263529,8.066690856,38695.8,930.5,210.178,334.503,148.9,0.628329192862246,48481.97,0.8,0.27,2.44,0.56,99430.53,0
3808,5.18,0,0.810953438,3.542186499,2.082054684,-274.3200073,-276.9155008,-94.48799896,-89.00160217,-91.95581677,0,0,25.90817439,71.62848212,19506.6,594.6,129.75,214.399,0.7,0.605180061474167,21915.25,0.89,0.47,5.49,0.7,116906.21,0
3809,6.1,3.962402344,0.641117692,10.4901104,5.330421539,-254.5080109,-262.1529643,-114.604805,-98.45040131,-106.7925277,2.883146373,1,49.81436233,2.402621977,92799.5,1365.8,214.637,582.673,133.5,0.368366133320061,97853.75,0.95,0.49,16.15,0.63,107029.06,0
3810,9.45,1.524002075,0,5.549756527,1.857050939,-159.4104156,-162.1219037,-209.3975983,-200.5583954,-206.7515704,34.13249849,0,39.70859972,17.7421403,87967.7,1567.9,314.054,499.505,164.9,0.628730443138707,108162.27,0.81,0.3,8.84,0.45,51584.36,0
3811,0.3,0,0,1.433381796,0.669898398,-162.7632141,-162.9183821,-206.0447998,-205.7400055,-205.9228821,3.637051765,0,89.10776827,0,8173.7,346.8,79.851,136.299,126.9,0.585851693702815,8357.46,0.98,0.6,0.3,0.86,51946.79,0
3812,1.22,0,0,2.431543827,1.155573224,-252.9840088,-253.4162761,-115.8240051,-114.9095993,-115.5081195,74.99209793,0,14.63260448,0,8126.6,330.7,93.223,113.182,25.5,0.823655704970755,8245.73,0.99,0.39,0.91,0.94,101388.92,0
3813,3.05,0,0.28672725,9.309624672,3.38968869,-227.6856079,-230.5970467,-141.122406,-133.8072052,-138.3376373,7.281163399,0,65.53047056,9.266935229,22456,729.6,116.304,313.685,71.6,0.370766852096849,25622.52,0.88,0.39,7.32,0.53,87377.61,0
3814,3.66,1.524002075,0,4.920974255,2.06480867,-221.2848053,-223.1042174,-147.5232086,-143.5608063,-145.8029611,18.95522089,1,65.48167217,2.412482659,43129.4,967.6,141.228,410.234,0,0.344262055314772,47296.8,0.91,0.45,3.96,0.58,83004.04,0
3815,6.1,3.047988892,0,22.46754074,6.203700262,-179.2224121,-207.8198804,-189.8903961,-105.1559982,-161.0895108,5.733454116,2,36.01097138,15.41933192,609244.2,7129,1137.41,2153.239,35.8,0.528232119147015,1500000,0.41,0.34,84.73,0.15,74430.69,0
3816,1.22,0,0,3.265786648,1.416667481,-185.6232147,-186.3572204,-183.1847992,-181.3560028,-182.5347684,0,0,90.20032471,2.973637079,14995.9,483.6,118.096,171.965,139.6,0.686744395661908,15699.61,0.96,0.38,1.83,0.81,63180.45,0
3817,3.05,0.914413452,0,3.352305174,1.687332716,-157.581604,-158.4674359,-211.2264099,-209.092804,-210.4247158,46.38027813,1,23.45070243,4.690140485,28523.1,631.5,163.974,217.533,153.7,0.753789080277475,29244.65,0.98,0.39,2.13,0.9,49937.69,0
3818,2.44,0.304801941,0,3.2657125,1.229655684,-253.2888184,-254.0486653,-115.8240051,-113.6903992,-114.8208811,27.14099728,1,51.00635696,0.935896458,31764.5,773.8,136.661,294.426,161.7,0.464160773844701,34538.92,0.92,0.49,2.13,0.67,101792.05,0
3819,5.49,3.962402344,0,13.15186405,6.409451983,-164.8968048,-169.8822285,-204.5207977,-190.5,-199.1421766,26.92331217,1,14.71067572,8.04923766,53552.9,979.9,199.738,396.741,135.3,0.503446833072458,56906.76,0.94,0.39,14.02,0.7,55169.66,0
3820,0.3,0,0,4.578034401,1.897080574,-278.8920288,-280.9969937,-89.91600037,-83.21040344,-87.85824327,0,0,63.71556191,24.83032928,31727.3,805.1,186.763,275.427,11.2,0.678085300279203,37198.3,0.85,0.31,6.71,0.62,119713.92,0
3821,0.61,0,0,2.465105772,0.980729137,-255.4224091,-255.8001874,-113.3856049,-112.471199,-113.0722169,25.20285111,0,65.80744457,0,10616,403,89.294,152.391,9.1,0.585953238708323,10997.86,0.97,0.38,0.91,0.82,102912.76,0
3822,0.91,0,0,1.461802006,0.798363811,-239.5728149,-239.88253,-129.235199,-128.6255951,-128.9795616,1.629017759,0,99.37008326,0,9124.6,353.7,102.6,120.808,165.6,0.849281504536123,9351.84,0.98,0.5,0.61,0.92,92953.36,0
3823,3.35,1.219192505,0.641134083,4.613581181,2.729753374,-217.6272125,-219.263606,-151.4855957,-147.218399,-149.7101427,33.15910755,0,26.40447453,11.05303585,24206.4,570.2,152.283,207.932,65.3,0.732369236096416,24347.29,0.99,0.43,4.27,0.94,80805.8,0
3824,9.14,0,0,4.524404526,1.955562484,-138.3792114,-140.785453,-230.7335968,-224.6376038,-228.0952652,4.158665518,0,79.01464483,5.544887358,32168.3,780.7,136.616,305.013,154,0.447902220561091,34162.97,0.94,0.44,6.1,0.66,42347.65,1
3825,2.13,0.609603882,0,3.085318804,1.534668718,-196.5960083,-197.0673228,-172.5167999,-170.9927979,-171.8564022,39.10015018,1,56.26606977,1.907324399,15586.4,454.7,130.206,141.565,90.2,0.919761240419595,15747.38,0.99,0.46,1.52,0.95,68679.28,0
3826,0.3,0,0.286737084,1.719967842,1.089675906,-154.5336151,-155.0517685,-214.2743988,-213.0552063,-213.8375244,0,0,97.51793925,6.965567087,4267.9,235.5,65.671,82.471,155,0.796292029925671,4269.05,1,0.39,1.22,0.97,48422.78,0
3827,12.19,3.047996521,0,13.51868248,4.094312106,-256.6416016,-262.5313217,-112.471199,-95.09760284,-106.3721882,19.9199412,1,9.275697813,20.22406244,195502.9,2655.8,392.875,805.59,57.7,0.487686043769163,248172.34,0.79,0.35,17.37,0.35,107276.77,0
3828,0.91,0,0,1.81294477,0.806162168,-162.4584045,-162.7133348,-206.3496094,-205.7400055,-206.1722665,50.8835955,0,39.9799679,0,8179.4,356.5,99.978,118.113,9.1,0.846460592822128,8775.61,0.93,0.35,0.61,0.81,51853.36,0
3829,0.61,0,0,1.812934399,0.858857311,-163.0680084,-163.2874713,-205.7400055,-205.4351959,-205.6180817,99.52476157,0,0,0,3733.8,225.4,62.691,74.76,161.5,0.838563402889246,3809.79,0.98,0.6,0.3,0.93,52115.17,0
3830,18.59,5.79119873,0,18.01926804,4.423273358,-163.6776123,-175.4865275,-205.7400055,-179.2223969,-193.4170945,11.92258285,0,31.02435536,10.76878451,347835.4,4515.3,776.252,1268.407,102.1,0.611989684698997,684233.65,0.51,0.47,26.52,0.21,57833.77,0
3831,12.19,10.97279358,0,22.36104393,7.293263009,-206.0448151,-220.0987552,-163.3728027,-115.8240051,-148.791794,16.01709479,3,15.53044594,3.639287059,702509.2,7970.5,478.128,3275.451,102,0.145973180487206,1300000,0.54,0.31,47.55,0.14,81281.3,0
3832,1.52,0.304794312,0,2.921739578,1.452549701,-163.9824066,-164.4250326,-205.1304016,-202.9967957,-204.4624943,17.61485888,1,72.22092139,2.642228831,16876.8,520.2,113.281,212.682,135.3,0.532630876143726,17531.38,0.96,0.33,2.13,0.79,52635.85,0
3833,1.22,0.304794312,0,12.25850391,2.494428253,-233.1720123,-236.6829135,-135.9407959,-121.9199982,-132.208039,6.827555775,0,68.95831333,4.608600148,87083.2,2213.1,240.882,851.452,49.5,0.282907315973185,154284.23,0.56,0.27,14.02,0.22,91012.58,0
3834,1.22,0.304794312,0,3.894193649,1.438093995,-198.1200104,-198.4621331,-170.9927979,-169.4687958,-170.4205252,31.54098606,1,55.95981398,10.17451163,14609.2,448.8,118.009,154.874,90.6,0.761967793173806,14824.95,0.99,0.4,1.52,0.91,69412.3,0
3835,8.84,5.79119873,0,9.693533897,3.420167747,-161.239212,-167.1410067,-207.8735962,-194.4624023,-201.7705242,13.19991315,1,22.99105752,3.191187794,204946.4,3621.1,489.552,889.939,113.5,0.550096130184204,340994.64,0.6,0.46,13.41,0.2,53889.45,0
3836,1.83,0,0.573466003,2.066882372,1.218603532,-177.0888062,-177.3823214,-192.0240021,-190.8048096,-191.5611595,81.94725421,0,18.62437595,0,3990.5,244.2,66.798,80.435,56.3,0.830459377136818,4195.93,0.95,0.41,1.22,0.84,58749.19,0
3837,3.35,0.304794312,0,9.855503082,2.140302061,-227.6856079,-232.6960315,-141.4272003,-129.5400085,-136.1747898,10.79126725,0,74.72443549,6.719090928,73003.4,1453.7,249.538,566.963,62.2,0.440131013840409,103688.58,0.7,0.45,11.89,0.44,88622.93,0
3838,0.91,0,0,2.949655771,0.898194969,-163.9824066,-164.0790536,-205.1304016,-204.5207977,-204.8553411,75.88550158,0,16.59995347,0,6268,351.6,74.336,116.157,69,0.6399614315108,7354.39,0.85,0.54,0.61,0.64,52477.21,0
3839,0.3,0,0,1.621688962,0.781378786,-252.9840088,-253.2017288,-115.8240051,-115.5192032,-115.7042615,0,0,98.74516016,0,4064.3,230.3,68.859,69.976,1,0.984037384246027,4064.68,1,0.58,0.3,0.97,101252.34,0
3840,0.91,0.30480957,0.286757916,3.622324228,1.843649761,-150.2664185,-150.8674269,-218.846405,-216.4080048,-218.0736688,35.20647528,0,49.28906539,2.816518022,10555,380.9,99.743,142.991,122.7,0.697547398087991,10687.78,0.99,0.33,2.44,0.92,46598.75,0
3841,0.3,0,0.286741763,8.258138657,3.605120706,-199.9488068,-203.478075,-168.8592072,-158.1912079,-165.3897321,0,0,17.29349856,50.91974576,30942.8,723.9,154.997,273.372,119.5,0.566981987913905,33209.34,0.93,0.33,10.67,0.74,72080.48,0
3842,0.61,0,0,4.578270912,2.437863369,-173.1264191,-174.9254755,-195.6815948,-191.7192078,-194.0200695,0,0,69.09511019,9.870730029,24094.1,637.7,118.234,256.476,138.6,0.460994401035574,25117.56,0.96,0.43,3.96,0.75,57564.23,0
3843,1.52,0,0,5.341448784,1.80233424,-163.0680084,-163.4875619,-206.0447998,-204.2160034,-205.4818178,37.53645325,0,49.26659489,1.173014164,12671.8,482,87.369,189.935,134.3,0.459994208545029,13961.96,0.91,0.33,1.83,0.69,52206.57,0
3844,0.3,0.304794312,0,12.22088528,2.369335899,-206.3496094,-213.3490025,-162.7631989,-144.7799988,-155.5294709,2.317995183,1,71.35393866,3.93051357,147487.5,2850.3,278.156,1174.867,118.9,0.236755309324375,254815.5,0.58,0.4,17.98,0.23,77478.17,0
3845,4.57,2.74319458,0.286745131,7.397561073,3.856602477,-216.4080048,-220.5463069,-152.7048035,-142.0368042,-148.4052173,19.44940063,1,11.58687697,11.17305994,71839.2,1068.9,296.487,332.58,110,0.891475735161465,76811.34,0.94,0.41,10.67,0.79,81536.69,0
3846,3.96,0.914398193,0.286758423,12.43133163,2.512798789,-227.0760193,-230.4510322,-142.0368042,-133.1976013,-138.4395912,17.40952226,0,69.26369071,1.123194984,79402.8,1528.7,229.226,626.374,115.5,0.365957079955426,110080.08,0.72,0.41,8.84,0.43,87291.31,0
3847,7.62,4.876800537,0.57347846,9.103280067,5.195498444,-213.6648102,-217.1830487,-155.7528076,-147.5232086,-151.8155774,23.5319388,1,22.94364033,6.765432405,50532.7,906.4,168.01,357.858,112.6,0.469487897434178,52048.65,0.97,0.48,8.23,0.77,79627.27,0
3848,0.61,0.304794312,0,6.006621361,2.381618677,-226.4664154,-227.8772449,-142.3415985,-138.3791962,-141.0228126,0,0,67.62621314,11.60748435,29453,713.6,142.371,276.056,89.9,0.515732315182427,30796.6,0.96,0.34,3.96,0.73,85777.08,0
3849,0.61,0.30480957,0,5.89081192,1.449032247,-163.9824066,-164.5404309,-204.8256073,-202.0823975,-204.3308882,33.22525274,0,57.17834193,10.04484385,19237.1,542.4,143.45,178.623,161.5,0.803088068165914,20432.52,0.94,0.19,2.74,0.82,52688.81,0
3850,4.57,1.524002075,0,13.3832798,2.95048065,-226.4664154,-231.5666997,-142.6464081,-129.8448029,-137.3355978,18.36926428,0,59.07952565,5.79211036,89819.6,1709.3,292.516,634.338,70,0.461135861323143,144260.57,0.62,0.42,12.8,0.39,87951.81,0
